Date,1Y
6/1/2019,0.0160914045
7/1/2019,0.01747656157
8/1/2019,0.01714336463
9/1/2019,0.01644927943
10/1/2019,0.01724601831
11/1/2019,0.01697299789
12/1/2019,0.01703784425
1/1/2020,0.01797109319
2/1/2020,0.01645963657
3/1/2020,0.009870739234
4/1/2020,-0.0005035366553
5/1/2020,-0.002187903656
6/1/2020,0.005127571115
7/1/2020,0.01572001438
8/1/2020,0.01676771773
9/1/2020,0.01582764397
10/1/2020,0.01397037675
11/1/2020,0.01420029464
12/1/2020,0.01649521295
1/1/2021,0.01446092602
2/1/2021,0.01675486684
3/1/2021,0.01513838089
4/1/2021,0.0175471736
5/1/2021,0.01868207338
6/1/2021,0.0205518859
7/1/2021,0.02073116116
8/1/2021,0.02462412588
9/1/2021,0.02684137126
10/1/2021,0.01854367554
11/1/2021,0.02479840496
12/1/2021,0.02620308613
1/1/2022,0.02241758482
2/1/2022,0.0262741883
3/1/2022,0.0305769883
4/1/2022,0.03392903412
5/1/2022,0.03634657846
6/1/2022,0.04226713375
7/1/2022,0.03309277695
8/1/2022,0.03377131655
9/1/2022,0.04179149691
10/1/2022,0.0288195932
11/1/2022,0.0323904839
12/1/2022,0.02868119179
1/1/2023,0.02679016098
2/1/2023,0.0261308946
3/1/2023,0.02073250866
4/1/2023,0.0265083257
5/1/2023,0.02653638571
6/1/2023,0.01366262544
7/1/2023,0.02474316532
8/1/2023,0.02606968932
9/1/2023,0.02812434844
10/1/2023,0.02769573672
11/1/2023,0.02791195703
12/1/2023,0.03091664989
1/1/2024,0.02418632561
2/1/2024,0.02428328041
3/1/2024,0.0208221333
4/1/2024,0.02704366875
5/1/2024,0.02935667629
6/1/2024,0.02725840199
7/1/2024,0.02555644311
8/1/2024,0.02347059397
9/1/2024,0.02236120915
10/1/2024,0.02256128409
11/1/2024,0.02431675797
12/1/2024,0.02650356344
1/1/2025,0.02626958414
2/1/2025,0.02727662228
3/1/2025,0.02183852723
4/1/2025,0.0288718559
5/1/2025,0.02691337273
6/1/2025,0.02380542023
7/1/2025,0.02789047282
8/1/2025,0.02689360448
9/1/2025,0.02803599311
10/1/2025,0.02727597628
11/1/2025,0.02703875144
12/1/2025,0.03197347007
